Date,VALE3,ELET3,BBAS3,B3SA3,ABEV3,ITUB4,BBDC4,WEGE3,PETR3,RENT3
2023-06-09,68.36000061035156,38.54999923706055,47.413211822509766,14.579395294189453,15.140000343322754,27.527963638305664,16.639955520629883,37.73979187011719,31.880245208740234,67.83245849609375
2023-06-12,67.12000274658203,39.11000061035156,49.131370544433594,14.777753829956055,15.15999984741211,27.230899810791016,16.501781463623047,37.68987274169922,32.28642272949219,66.88729858398438
2023-06-13,67.83000183105469,38.439998626708984,48.619998931884766,14.490133285522461,15.270000457763672,27.537866592407227,16.521520614624023,37.29050827026367,32.29999923706055,65.48448181152344
2023-06-14,69.0199966430664,39.470001220703125,48.86000061035156,15.095129013061523,15.329999923706055,27.91415023803711,16.630084991455078,37.8096809387207,33.689998626708984,66.73806762695312
2023-06-15,69.55999755859375,39.7599983215332,49.86000061035156,14.589313507080078,15.1899995803833,28.280527114868164,16.679431915283203,37.77973175048828,33.189998626708984,66.30030822753906
2023-06-16,69.66999816894531,38.97999954223633,49.4900016784668,14.500051498413086,15.069999694824219,28.369647979736328,16.72878074645996,37.789710998535156,33.38999938964844,64.74826049804688
2023-06-19,69.4000015258789,39.400001525878906,50.40999984741211,14.67857551574707,15.109999656677246,28.75583267211914,17.024864196777344,37.61000061035156,34.220001220703125,67.27531433105469
2023-06-20,67.61000061035156,39.38999938964844,50.400001525878906,14.609148979187012,15.140000343322754,28.74213981628418,17.064342498779297,36.89114761352539,34.310001373291016,66.72811126708984
2023-06-21,66.93000030517578,39.599998474121094,51.9900016784668,14.519887924194336,15.279999732971191,29.0219669342041,17.024864196777344,36.391944885253906,35.68000030517578,67.03652954101562
2023-06-22,66.56999969482422,39.130001068115234,51.0,14.083497047424316,15.550000190734863,28.74213981628418,16.58073616027832,36.34202575683594,35.09000015258789,67.50413513183594
2023-06-23,65.9000015258789,40.08000183105469,51.02000045776367,14.31161117553711,15.489999771118164,28.65219497680664,16.373477935791016,36.54170227050781,33.900001525878906,67.15592193603516
2023-06-26,66.04000091552734,39.04999923706055,51.13999938964844,13.934728622436523,15.34000015258789,28.612218856811523,16.294523239135742,36.400001525878906,34.560001373291016,67.15592193603516
2023-06-27,66.83000183105469,38.5099983215332,50.20000076293945,13.944646835327148,15.380000114440918,28.292417526245117,16.351356506347656,36.5,34.2599983215332,66.23065948486328
2023-06-28,64.72000122070312,38.43000030517578,49.59000015258789,13.949999809265137,15.220000267028809,28.132518768310547,16.081663131713867,36.58000183105469,34.5099983215332,66.01177978515625
2023-06-29,65.51000213623047,38.709999084472656,50.04999923706055,14.640000343322754,15.220000267028809,28.472307205200195,16.151582717895508,36.84000015258789,34.88999938964844,67.95185089111328
